timestamp,direction,entry_price,exit_price,exit_time,confidence,position_size,pnl_pct,pnl_dollar,position_value,leverage,volatility,drawdown_at_entry
2024-05-01 07:27:00,short,57844.2,57292.5,2024-05-01 07:37:00,0.86478835,0.022132379934191704,2.7113067515844134,60.264399317804454,2222.7067919403657,3.0,0.003803755440050385,0.0
2024-05-01 07:28:00,short,57879.9,57275.1,2024-05-01 07:35:00,0.7372047,0.01753936894237995,2.984766991649966,52.60644912008139,1762.4976846517852,3.0,0.0021303427459627845,0.0
2024-05-01 07:31:00,short,57783.4,57050.1,2024-05-01 07:36:00,0.7242479,0.017072923481464386,3.6571487659085635,62.775822278580414,1716.5236170802777,3.0,0.002026694625759552,0.0
2024-05-01 07:32:00,short,57783.3,57275.1,2024-05-01 07:35:00,0.71017927,0.016566455364227295,2.4884785915654057,41.47405257824459,1666.642932706721,3.0,0.0018384202168308607,0.0
2024-05-01 07:34:00,short,57541.7,57050.1,2024-05-01 07:36:00,0.7683282,0.018659815192222595,2.4130108251928526,45.31673174969015,1878.0160982522052,3.0,0.001956145166750677,0.0
2024-05-01 07:35:00,short,57275.1,57292.5,2024-05-01 07:37:00,0.87867963,0.02263246662914753,-0.24113908138092185,-5.495243816519136,2278.8690182652003,3.0,0.0021349222266808035,0.0
2024-05-01 07:36:00,short,57050.1,57687.8,2024-05-01 07:41:00,0.89241326,0.02312687784433365,-3.503368355182573,-81.57678437079596,2328.5243257426378,3.0,0.002079046764816243,-0.005457572212337949
2024-05-01 07:37:00,short,57292.5,57396.3,2024-05-01 07:39:00,0.8643628,0.02211705967783928,-0.69352663961253,-15.431292159802343,2225.0467795186255,3.0,0.0024212926589287404,-0.08647512237372576
2024-05-01 07:38:00,long,57546.8,57800.8,2024-05-01 07:45:00,0.71319574,0.01667504757642746,1.174139656766319,19.693911142672498,1677.3056790289506,3.0,0.002685090746751404,-0.10180062823001378
2024-05-01 07:39:00,long,57396.3,57706.6,2024-05-01 07:42:00,0.7480889,0.017931200563907623,1.471881549855978,26.552926105191982,1804.0124293826602,3.0,0.002696746176590254,-0.08224172496872291
2024-05-01 07:40:00,long,57670.4,57800.8,2024-05-01 07:45:00,0.7246458,0.01708724908530712,0.5283375873931937,9.085073029358606,1719.5583365900882,3.0,0.002965558588625093,-0.055870827424145904
2024-05-01 08:07:00,short,57066.2,57160.0,2024-05-01 08:09:00,0.7035355,0.016327278688549995,-0.6431115090894588,-10.567787135893171,1643.2278052145944,3.0,0.001521371171261526,-0.04684803539387393
